"Row_ID","Order_ID","Order_Date","Ship_Date","Customer_Name","City","Ship_Mode","Customer_ID","Country","Segment","Sales","State","Postal_Code","Region","Product_ID","Category","Sub_Category","Product_Name"
"4909","CA-2015-133809","18/11/2015","23/11/2015","MaryBeth Skach","Fairfield","Second Class","MS-17530","United States","Consumer","9.588","Ohio","45014","East","TEC-PH-10004875","Technology","Phones","PNY Rapid USB Car Charger - Black"
"4910","CA-2018-127306","14/01/2018","18/01/2018","Brosina Hoffman","Johnson City","Standard Class","BH-11710","United States","Consumer","18.336","Tennessee","37604","South","OFF-EN-10001219","Office Supplies","Envelopes","#10- 4 1/8 x 9 1/2 Security-Tint Envelopes"
"4911","CA-2018-127306","14/01/2018","18/01/2018","Brosina Hoffman","Johnson City","Standard Class","BH-11710","United States","Consumer","36.288","Tennessee","37604","South","OFF-PA-10000019","Office Supplies","Paper","Xerox 1931"
"4912","CA-2018-127306","14/01/2018","18/01/2018","Brosina Hoffman","Johnson City","Standard Class","BH-11710","United States","Consumer","111.984","Tennessee","37604","South","TEC-PH-10001924","Technology","Phones","iHome FM Clock Radio with Lightning Dock"
"4913","CA-2018-127306","14/01/2018","18/01/2018","Brosina Hoffman","Johnson City","Standard Class","BH-11710","United States","Consumer","5.97","Tennessee","37604","South","OFF-BI-10002003","Office Supplies","Binders","Ibico Presentation Index for Binding Systems"
"4914","CA-2018-127306","14/01/2018","18/01/2018","Brosina Hoffman","Johnson City","Standard Class","BH-11710","United States","Consumer","2.508","Tennessee","37604","South","OFF-BI-10003727","Office Supplies","Binders","Avery Durable Slant Ring Binders With Label Holder"
"4915","CA-2016-161830","24/09/2016","26/09/2016","Max Engle","Seattle","Second Class","ME-17725","United States","Consumer","35.96","Washington","98105","West","OFF-AR-10004042","Office Supplies","Art","BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain"
"4916","CA-2016-161830","24/09/2016","26/09/2016","Max Engle","Seattle","Second Class","ME-17725","United States","Consumer","14.952","Washington","98105","West","OFF-BI-10001097","Office Supplies","Binders","Avery Hole Reinforcements"
"4917","CA-2018-163125","9/10/2018","11/10/2018","Maria Bertelson","League City","Second Class","MB-17305","United States","Consumer","67.144","Texas","77573","Central","OFF-AR-10004344","Office Supplies","Art","Bulldog Vacuum Base Pencil Sharpener"
"4918","CA-2018-163125","9/10/2018","11/10/2018","Maria Bertelson","League City","Second Class","MB-17305","United States","Consumer","254.058","Texas","77573","Central","FUR-CH-10001802","Furniture","Chairs","Hon Every-Day Chair Series Swivel Task Chairs"
"4919","CA-2017-160304","2/1/2017","7/1/2017","Brendan Murry","Gaithersburg","Standard Class","BM-11575","United States","Corporate","173.94","Maryland","20877","East","FUR-BO-10004709","Furniture","Bookcases","Bush Westfield Collection Bookcases, Medium Cherry Finish"
"4920","CA-2017-160304","2/1/2017","7/1/2017","Brendan Murry","Gaithersburg","Standard Class","BM-11575","United States","Corporate","231.98","Maryland","20877","East","TEC-PH-10000455","Technology","Phones","GE 30522EE2"
"4921","CA-2018-101728","19/08/2018","23/08/2018","Sonia Cooley","Chicago","Standard Class","SC-20575","United States","Consumer","2.296","Illinois","60653","Central","OFF-BI-10002393","Office Supplies","Binders","Binder Posts"
"4922","CA-2018-114055","25/12/2018","29/12/2018","Mick Hernandez","Huntsville","Second Class","MH-18115","United States","Home Office","96.08","Alabama","35810","South","OFF-PA-10004381","Office Supplies","Paper","14-7/8 x 11 Blue Bar Computer Printout Paper"
"4923","CA-2018-114055","25/12/2018","29/12/2018","Mick Hernandez","Huntsville","Second Class","MH-18115","United States","Home Office","3.62","Alabama","35810","South","OFF-FA-10003059","Office Supplies","Fasteners","Assorted Color Push Pins"
"4924","CA-2018-114055","25/12/2018","29/12/2018","Mick Hernandez","Huntsville","Second Class","MH-18115","United States","Home Office","629.1","Alabama","35810","South","OFF-PA-10000994","Office Supplies","Paper","Xerox 1915"
"4925","CA-2018-114055","25/12/2018","29/12/2018","Mick Hernandez","Huntsville","Second Class","MH-18115","United States","Home Office","90.48","Alabama","35810","South","TEC-PH-10002890","Technology","Phones","AT&T 17929 Lendline Telephone"
"4926","CA-2018-126438","10/9/2018","13/09/2018","Alex Russell","Lawrence","First Class","AR-10345","United States","Corporate","14.88","Massachusetts","1841","East","OFF-AR-10003338","Office Supplies","Art","Eberhard Faber 3 1/2 Golf Pencils"
"4927","CA-2018-117653","19/10/2018","23/10/2018","Mary ORourke","Chicago","Standard Class","MO-17500","United States","Consumer","91.275","Illinois","60623","Central","FUR-TA-10003008","Furniture","Tables","Lesro Round Back Collection Coffee Table, End Table"
"4928","CA-2018-143245","1/12/2018","6/12/2018","Alan Dominguez","Fairfield","Standard Class","AD-10180","United States","Home Office","19.44","Connecticut","6824","East","OFF-PA-10001972","Office Supplies","Paper","Xerox 214"
"4929","CA-2018-143245","1/12/2018","6/12/2018","Alan Dominguez","Fairfield","Standard Class","AD-10180","United States","Home Office","897.15","Connecticut","6824","East","FUR-CH-10000155","Furniture","Chairs","Global Comet Stacking Armless Chair"
"4930","US-2015-138828","2/9/2015","3/9/2015","Katherine Ducich","New York City","First Class","KD-16345","United States","Consumer","57.75","New York","10009","East","OFF-AR-10000658","Office Supplies","Art","Newell 324"
"4931","US-2015-138828","2/9/2015","3/9/2015","Katherine Ducich","New York City","First Class","KD-16345","United States","Consumer","14.94","New York","10009","East","OFF-PA-10000349","Office Supplies","Paper","Easy-staple paper"
"4932","CA-2018-143651","25/03/2018","30/03/2018","Filia McAdams","Seattle","Standard Class","FM-14215","United States","Corporate","23.1","Washington","98103","West","OFF-AR-10001446","Office Supplies","Art","Newell 309"
"4933","CA-2016-106978","28/09/2016","4/10/2016","Zuschuss Carroll","Aurora","Standard Class","ZC-21910","United States","Consumer","12.536","Colorado","80013","West","OFF-EN-10004483","Office Supplies","Envelopes","#10 White Business Envelopes,4 1/8 x 9 1/2"
"4934","CA-2016-106978","28/09/2016","4/10/2016","Zuschuss Carroll","Aurora","Standard Class","ZC-21910","United States","Consumer","1.08","Colorado","80013","West","OFF-BI-10002012","Office Supplies","Binders","Wilson Jones Easy Flow II Sheet Lifters"
"4935","CA-2016-106978","28/09/2016","4/10/2016","Zuschuss Carroll","Aurora","Standard Class","ZC-21910","United States","Consumer","4.512","Colorado","80013","West","OFF-FA-10003021","Office Supplies","Fasteners","Staples"
"4936","CA-2016-155124","15/03/2016","21/03/2016","Karen Seio","Lehi","Standard Class","KS-16300","United States","Corporate","16.776","Utah","84043","West","TEC-PH-10003356","Technology","Phones","SmartStand Mobile Device Holder, Assorted Colors"
"4937","CA-2018-150931","6/1/2018","13/01/2018","Dennis Pardue","Tuscaloosa","Standard Class","DP-13390","United States","Home Office","33.74","Alabama","35401","South","OFF-BI-10004728","Office Supplies","Binders","Wilson Jones Turn Tabs Binder Tool for Ring Binders"
"4938","CA-2015-157147","13/01/2015","18/01/2015","Brian Dahlen","San Francisco","Standard Class","BD-11605","United States","Consumer","1325.85","California","94109","West","OFF-ST-10000078","Office Supplies","Storage","Tennsco 6- and 18-Compartment Lockers"
"4939","CA-2015-157147","13/01/2015","18/01/2015","Brian Dahlen","San Francisco","Standard Class","BD-11605","United States","Consumer","333.999","California","94109","West","FUR-BO-10003034","Furniture","Bookcases","OSullivan Elevations Bookcase, Cherry Finish"
"4940","CA-2015-157147","13/01/2015","18/01/2015","Brian Dahlen","San Francisco","Standard Class","BD-11605","United States","Consumer","19.9","California","94109","West","OFF-AR-10003514","Office Supplies","Art","4009 Highlighters by Sanford"
"4941","CA-2016-156482","6/2/2016","13/02/2016","Ivan Liston","Wilmington","Standard Class","IL-15100","United States","Consumer","1268.82","Delaware","19805","East","FUR-CH-10001708","Furniture","Chairs","Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back"
"4942","CA-2016-156482","6/2/2016","13/02/2016","Ivan Liston","Wilmington","Standard Class","IL-15100","United States","Consumer","283.92","Delaware","19805","East","FUR-BO-10002598","Furniture","Bookcases","Hon Metal Bookcases, Putty"
"4943","CA-2016-156482","6/2/2016","13/02/2016","Ivan Liston","Wilmington","Standard Class","IL-15100","United States","Consumer","5.68","Delaware","19805","East","OFF-AR-10001022","Office Supplies","Art","SANFORD Liquid Accent Tank-Style Highlighters"
"4944","CA-2018-106782","21/12/2018","27/12/2018","Liz Preis","Lafayette","Standard Class","LP-17095","United States","Consumer","375.34","Indiana","47905","Central","OFF-ST-10004459","Office Supplies","Storage","Tennsco Single-Tier Lockers"
"4945","CA-2017-151372","5/9/2017","6/9/2017","Joseph Holt","Redondo Beach","First Class","JH-15985","United States","Consumer","96.08","California","90278","West","OFF-PA-10004381","Office Supplies","Paper","14-7/8 x 11 Blue Bar Computer Printout Paper"
"4946","CA-2017-151372","5/9/2017","6/9/2017","Joseph Holt","Redondo Beach","First Class","JH-15985","United States","Consumer","11.68","California","90278","West","OFF-BI-10000050","Office Supplies","Binders","Angle-D Binders with Locking Rings, Label Holders"
"4947","CA-2017-151372","5/9/2017","6/9/2017","Joseph Holt","Redondo Beach","First Class","JH-15985","United States","Consumer","4.36","California","90278","West","OFF-FA-10000304","Office Supplies","Fasteners","Advantus Push Pins"
"4948","CA-2015-102085","4/10/2015","9/10/2015","Joy Daniels","Seattle","Standard Class","JD-16015","United States","Consumer","29.24","Washington","98115","West","OFF-LA-10002475","Office Supplies","Labels","Avery 519"
"4949","CA-2018-107125","27/11/2018","2/12/2018","Bill Donatelli","Los Angeles","Standard Class","BD-11320","United States","Consumer","117.488","California","90045","West","OFF-BI-10001989","Office Supplies","Binders","Premium Transparent Presentation Covers by GBC"
"4950","CA-2018-107125","27/11/2018","2/12/2018","Bill Donatelli","Los Angeles","Standard Class","BD-11320","United States","Consumer","18.84","California","90045","West","FUR-FU-10000732","Furniture","Furnishings","Eldon 200 Class Desk Accessories"
"4951","CA-2017-125815","28/10/2017","1/11/2017","Denise Leinenbach","New York City","Second Class","DL-13330","United States","Consumer","12.42","New York","10009","East","OFF-AR-10004441","Office Supplies","Art","BIC Brite Liner Highlighters"
"4952","CA-2016-144190","9/6/2016","13/06/2016","Nathan Cano","Royal Oak","Standard Class","NC-18415","United States","Consumer","12.96","Michigan","48073","Central","OFF-PA-10000304","Office Supplies","Paper","Xerox 1995"
"4953","CA-2018-117926","8/12/2018","12/12/2018","Alan Schoenberger","San Francisco","Second Class","AS-10225","United States","Corporate","69.48","California","94109","West","OFF-AP-10002670","Office Supplies","Appliances","Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors"
"4954","CA-2016-153906","16/03/2016","20/03/2016","Michael Stewart","New York City","Standard Class","MS-17980","United States","Corporate","85.9","New York","10009","East","TEC-PH-10001527","Technology","Phones","Plantronics MX500i Earset"
"4955","CA-2015-160262","9/6/2015","13/06/2015","Thomas Seio","North Las Vegas","Second Class","TS-21205","United States","Corporate","18.06","Nevada","89031","West","OFF-AR-10002335","Office Supplies","Art","DIXON Oriole Pencils"
"4956","CA-2015-160262","9/6/2015","13/06/2015","Thomas Seio","North Las Vegas","Second Class","TS-21205","United States","Corporate","79.14","Nevada","89031","West","OFF-PA-10003641","Office Supplies","Paper","Xerox 1909"
"4957","CA-2015-160262","9/6/2015","13/06/2015","Thomas Seio","North Las Vegas","Second Class","TS-21205","United States","Corporate","37.4","Nevada","89031","West","FUR-FU-10002685","Furniture","Furnishings","Executive Impressions 13-1/2 Indoor/Outdoor Wall Clock"
"4958","CA-2016-127607","20/03/2016","26/03/2016","Joe Kamberova","Carrollton","Standard Class","JK-15730","United States","Consumer","2.512","Texas","75007","Central","OFF-BI-10001308","Office Supplies","Binders","GBC Standard Plastic Binding Systems Combs"
"4959","CA-2016-127607","20/03/2016","26/03/2016","Joe Kamberova","Carrollton","Standard Class","JK-15730","United States","Consumer","18.864","Texas","75007","Central","OFF-FA-10003485","Office Supplies","Fasteners","Staples"
"4960","CA-2017-166226","18/11/2017","22/11/2017","Tracy Collins","Los Angeles","Standard Class","TC-21535","United States","Home Office","61.192","California","90008","West","TEC-PH-10003357","Technology","Phones","Grandstream GXP2100 Mainstream Business Phone"
"4961","CA-2017-166226","18/11/2017","22/11/2017","Tracy Collins","Los Angeles","Standard Class","TC-21535","United States","Home Office","67.84","California","90008","West","OFF-AP-10002867","Office Supplies","Appliances","Fellowes Command Center 5-outlet power strip"
"4962","CA-2015-156587","7/3/2015","8/3/2015","Aaron Bergman","Seattle","First Class","AB-10015","United States","Consumer","48.712","Washington","98103","West","FUR-CH-10004477","Furniture","Chairs","Global Push Button Managers Chair, Indigo"
"4963","CA-2015-156587","7/3/2015","8/3/2015","Aaron Bergman","Seattle","First Class","AB-10015","United States","Consumer","17.94","Washington","98103","West","OFF-AR-10001427","Office Supplies","Art","Newell 330"
"4964","CA-2015-156587","7/3/2015","8/3/2015","Aaron Bergman","Seattle","First Class","AB-10015","United States","Consumer","242.94","Washington","98103","West","OFF-ST-10002344","Office Supplies","Storage","Carina 42Hx23 3/4W Media Storage Unit"
"4965","CA-2017-141180","15/05/2017","19/05/2017","Darren Powers","Fort Lauderdale","Second Class","DP-13000","United States","Consumer","7.764","Florida","33311","South","OFF-BI-10000301","Office Supplies","Binders","GBC Instant Report Kit"
"4966","CA-2016-109708","25/05/2016","28/05/2016","Craig Yedwab","Columbia","Second Class","CY-12745","United States","Corporate","467.04","Tennessee","38401","South","TEC-PH-10001944","Technology","Phones","Wi-Ex zBoost YX540 Cellular Phone Signal Booster"
"4967","CA-2016-122406","2/8/2016","5/8/2016","Brad Eason","Providence","Second Class","BE-11455","United States","Home Office","128.85","Rhode Island","2908","East","TEC-PH-10001527","Technology","Phones","Plantronics MX500i Earset"
"4968","CA-2016-122406","2/8/2016","5/8/2016","Brad Eason","Providence","Second Class","BE-11455","United States","Home Office","8.4","Rhode Island","2908","East","OFF-PA-10001307","Office Supplies","Paper","Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad"
"4969","CA-2016-122406","2/8/2016","5/8/2016","Brad Eason","Providence","Second Class","BE-11455","United States","Home Office","199.98","Rhode Island","2908","East","TEC-AC-10004571","Technology","Accessories","Logitech G700s Rechargeable Gaming Mouse"
"4970","CA-2016-122406","2/8/2016","5/8/2016","Brad Eason","Providence","Second Class","BE-11455","United States","Home Office","110.98","Rhode Island","2908","East","FUR-CH-10001973","Furniture","Chairs","Office Star Flex Back Scooter Chair with White Frame"
"4971","US-2017-153815","6/11/2017","9/11/2017","Kelly Lampkin","Jacksonville","First Class","KL-16555","United States","Corporate","207.984","Florida","32216","South","FUR-CH-10000513","Furniture","Chairs","High-Back Leather Managers Chair"
"4972","US-2017-153815","6/11/2017","9/11/2017","Kelly Lampkin","Jacksonville","First Class","KL-16555","United States","Corporate","36.112","Florida","32216","South","OFF-PA-10002421","Office Supplies","Paper","Embossed Ink Jet Note Cards"
"4973","US-2017-153815","6/11/2017","9/11/2017","Kelly Lampkin","Jacksonville","First Class","KL-16555","United States","Corporate","35.568","Florida","32216","South","FUR-FU-10004090","Furniture","Furnishings","Executive Impressions 14 Contract Wall Clock"
"4974","US-2017-153815","6/11/2017","9/11/2017","Kelly Lampkin","Jacksonville","First Class","KL-16555","United States","Corporate","88.768","Florida","32216","South","OFF-PA-10004071","Office Supplies","Paper","Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box"
"4975","CA-2017-164896","7/11/2017","12/11/2017","Penelope Sewall","Oceanside","Standard Class","PS-19045","United States","Home Office","12.9","California","92054","West","OFF-PA-10002246","Office Supplies","Paper","Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book"
"4976","CA-2016-142202","18/09/2016","23/09/2016","Justin Ritter","Jacksonville","Second Class","JR-16210","United States","Corporate","717.12","Florida","32216","South","TEC-AC-10003198","Technology","Accessories","Enermax Acrylux Wireless Keyboard"
"4977","CA-2016-165050","7/12/2016","9/12/2016","Alan Hwang","New York City","First Class","AH-10210","United States","Consumer","21.36","New York","10024","East","OFF-BI-10001031","Office Supplies","Binders","Pressboard Data Binders by Wilson Jones"
"4978","CA-2016-165050","7/12/2016","9/12/2016","Alan Hwang","New York City","First Class","AH-10210","United States","Consumer","6.688","New York","10024","East","OFF-BI-10003727","Office Supplies","Binders","Avery Durable Slant Ring Binders With Label Holder"
"4979","CA-2016-165050","7/12/2016","9/12/2016","Alan Hwang","New York City","First Class","AH-10210","United States","Consumer","773.94","New York","10024","East","TEC-PH-10001336","Technology","Phones","Digium D40 VoIP phone"
"4980","US-2017-131114","9/12/2017","13/12/2017","Rob Williams","Chicago","Second Class","RW-19630","United States","Corporate","20.568","Illinois","60610","Central","OFF-SU-10001664","Office Supplies","Supplies","Acme Office Executive Series Stainless Steel Trimmers"
"4981","US-2017-131114","9/12/2017","13/12/2017","Rob Williams","Chicago","Second Class","RW-19630","United States","Corporate","4.356","Illinois","60610","Central","OFF-AP-10003971","Office Supplies","Appliances","Belkin 6 Outlet Metallic Surge Strip"
"4982","US-2017-131114","9/12/2017","13/12/2017","Rob Williams","Chicago","Second Class","RW-19630","United States","Corporate","19.04","Illinois","60610","Central","TEC-AC-10000199","Technology","Accessories","Kingston Digital DataTraveler 8GB USB 2.0"
"4983","CA-2015-160066","16/11/2015","22/11/2015","Adam Hart","Huntington Beach","Standard Class","AH-10075","United States","Corporate","5.22","California","92646","West","OFF-LA-10001045","Office Supplies","Labels","Permanent Self-Adhesive File Folder Labels for Typewriters by Universal"
"4984","CA-2017-109925","6/11/2017","10/11/2017","Irene Maddox","San Diego","Second Class","IM-15070","United States","Consumer","84.84","California","92105","West","OFF-ST-10003442","Office Supplies","Storage","Eldon Portable Mobile Manager"
"4985","CA-2016-160696","6/9/2016","10/9/2016","Cyma Kinney","Nashville","Standard Class","CK-12760","United States","Corporate","7.24","Tennessee","37211","South","OFF-FA-10003059","Office Supplies","Fasteners","Assorted Color Push Pins"
"4986","CA-2015-125171","3/9/2015","3/9/2015","Allen Goldenen","New York City","Same Day","AG-10390","United States","Consumer","14.4","New York","10009","East","OFF-LA-10001175","Office Supplies","Labels","Avery 514"
"4987","CA-2017-149279","24/04/2017","28/04/2017","Craig Leslie","Colorado Springs","Standard Class","CL-12700","United States","Home Office","15.552","Colorado","80906","West","OFF-PA-10003441","Office Supplies","Paper","Xerox 226"
"4988","CA-2017-149279","24/04/2017","28/04/2017","Craig Leslie","Colorado Springs","Standard Class","CL-12700","United States","Home Office","1325.76","Colorado","80906","West","FUR-CH-10004287","Furniture","Chairs","SAFCO Arco Folding Chair"
"4989","CA-2017-149279","24/04/2017","28/04/2017","Craig Leslie","Colorado Springs","Standard Class","CL-12700","United States","Home Office","3.108","Colorado","80906","West","OFF-BI-10004040","Office Supplies","Binders","Wilson Jones Impact Binders"
"4990","CA-2018-107321","31/08/2018","4/9/2018","Arthur Wiediger","San Francisco","Standard Class","AW-10930","United States","Home Office","6.672","California","94110","West","OFF-BI-10004022","Office Supplies","Binders","Acco Suede Grain Vinyl Round Ring Binder"
"4991","CA-2018-107321","31/08/2018","4/9/2018","Arthur Wiediger","San Francisco","Standard Class","AW-10930","United States","Home Office","689.408","California","94110","West","TEC-PH-10002200","Technology","Phones","Aastra 6757i CT Wireless VoIP phone"
"4992","US-2018-122714","7/12/2018","13/12/2018","Henry Goldwyn","Chicago","Standard Class","HG-14965","United States","Corporate","1889.99","Illinois","60653","Central","OFF-BI-10001120","Office Supplies","Binders","Ibico EPK-21 Electric Binding System"
"4993","CA-2016-153038","18/12/2016","25/12/2016","Robert Barroso","Memphis","Standard Class","RB-19645","United States","Corporate","55.936","Tennessee","38109","South","OFF-EN-10000461","Office Supplies","Envelopes","#10- 4 1/8 x 9 1/2 Recycled Envelopes"
"4994","CA-2016-153038","18/12/2016","25/12/2016","Robert Barroso","Memphis","Standard Class","RB-19645","United States","Corporate","18.432","Tennessee","38109","South","OFF-LA-10004008","Office Supplies","Labels","Avery 507"
"4995","CA-2016-153038","18/12/2016","25/12/2016","Robert Barroso","Memphis","Standard Class","RB-19645","United States","Corporate","20.32","Tennessee","38109","South","FUR-FU-10000221","Furniture","Furnishings","Master Caster Door Stop, Brown"
"4996","CA-2015-132227","4/11/2015","10/11/2015","Sam Zeldin","New York City","Standard Class","SZ-20035","United States","Home Office","52.064","New York","10011","East","OFF-BI-10000962","Office Supplies","Binders","Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2 X 14 7/8"
"4997","CA-2018-155824","10/3/2018","15/03/2018","Karen Seio","Raleigh","Standard Class","KS-16300","United States","Corporate","48.784","North Carolina","27604","South","OFF-AP-10000390","Office Supplies","Appliances","Euro Pro Shark Stick Mini Vacuum"
"4998","CA-2018-155824","10/3/2018","15/03/2018","Karen Seio","Raleigh","Standard Class","KS-16300","United States","Corporate","13.092","North Carolina","27604","South","OFF-BI-10000014","Office Supplies","Binders","Heavy-Duty E-Z-D Binders"
"4999","CA-2017-129238","31/01/2017","4/2/2017","Sample Company A","Los Angeles","Standard Class","SC-20050","United States","Home Office","109.592","California","90045","West","TEC-PH-10004120","Technology","Phones","AT&T 1080 Phone"
"5000","CA-2017-129238","31/01/2017","4/2/2017","Sample Company A","Los Angeles","Standard Class","SC-20050","United States","Home Office","56.7","California","90045","West","OFF-PA-10002764","Office Supplies","Paper","Easy-staple paper"
"5001","CA-2018-159688","7/5/2018","12/5/2018","Adam Bellavance","Los Angeles","Standard Class","AB-10060","United States","Home Office","79.99","California","90004","West","TEC-AC-10000736","Technology","Accessories","Logitech G600 MMO Gaming Mouse"
"5002","CA-2017-136126","24/05/2017","24/05/2017","Eugene Hildebrand","Newport News","Same Day","EH-14125","United States","Home Office","69.5","Virginia","23602","South","OFF-SU-10000898","Office Supplies","Supplies","Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8 Cut, 8L"
"5003","CA-2017-136126","24/05/2017","24/05/2017","Eugene Hildebrand","Newport News","Same Day","EH-14125","United States","Home Office","191.6","Virginia","23602","South","OFF-PA-10004327","Office Supplies","Paper","Xerox 1911"
"5004","CA-2017-155033","7/10/2017","12/10/2017","Cindy Chapman","Los Angeles","Standard Class","CC-12475","United States","Consumer","10.56","California","90032","West","OFF-PA-10000143","Office Supplies","Paper","Astroparche Fine Business Paper"
"5005","CA-2015-156006","30/04/2015","2/5/2015","Tamara Manning","Jackson","Second Class","TM-21010","United States","Consumer","47.79","Mississippi","39212","South","TEC-AC-10002550","Technology","Accessories","Maxell 4.7GB DVD-RW 3/Pack"
"5006","CA-2016-158659","10/11/2016","14/11/2016","Steve Chapman","Richmond","Second Class","SC-20695","United States","Corporate","714.3","Indiana","47374","Central","OFF-ST-10003306","Office Supplies","Storage","Letter Size Cart"
"5007","CA-2016-169796","9/11/2016","14/11/2016","Dean percer","New York City","Standard Class","Dp-13240","United States","Home Office","2321.9","New York","10035","East","TEC-MA-10000045","Technology","Machines","Zebra ZM400 Thermal Label Printer"
"5008","CA-2016-169796","9/11/2016","14/11/2016","Dean percer","New York City","Standard Class","Dp-13240","United States","Home Office","17.94","New York","10035","East","OFF-ST-10001505","Office Supplies","Storage","Perma STOR-ALL Hanging File Box, 13 1/8W x 12 1/4D x 10 1/2H"
"5009","CA-2016-102876","7/9/2016","14/09/2016","Lisa Ryan","Philadelphia","Standard Class","LR-17035","United States","Corporate","9.522","Pennsylvania","19134","East","OFF-BI-10004781","Office Supplies","Binders","GBC Wire Binding Strips"
"5010","CA-2016-102876","7/9/2016","14/09/2016","Lisa Ryan","Philadelphia","Standard Class","LR-17035","United States","Corporate","791.964","Pennsylvania","19134","East","TEC-PH-10002680","Technology","Phones","Samsung Galaxy Note 3"
"5011","CA-2016-102876","7/9/2016","14/09/2016","Lisa Ryan","Philadelphia","Standard Class","LR-17035","United States","Corporate","4.923","Pennsylvania","19134","East","OFF-BI-10000848","Office Supplies","Binders","Angle-D Ring Binders"
"5012","US-2018-139647","11/5/2018","13/05/2018","Todd Sumrall","Phoenix","First Class","TS-21370","United States","Corporate","209.979","Arizona","85023","West","FUR-BO-10004467","Furniture","Bookcases","Bestar Classic Bookcase"
"5013","US-2018-160465","21/07/2018","26/07/2018","Sean Wendt","Cleveland","Standard Class","SW-20350","United States","Home Office","33.93","Ohio","44105","East","OFF-BI-10001670","Office Supplies","Binders","Vinyl Sectional Post Binders"
"5014","US-2018-160465","21/07/2018","26/07/2018","Sean Wendt","Cleveland","Standard Class","SW-20350","United States","Home Office","222.32","Ohio","44105","East","OFF-ST-10000136","Office Supplies","Storage","Letter Size File"
"5015","US-2018-160465","21/07/2018","26/07/2018","Sean Wendt","Cleveland","Standard Class","SW-20350","United States","Home Office","210.564","Ohio","44105","East","TEC-PH-10004522","Technology","Phones","Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black"
"5016","CA-2015-153850","24/11/2015","29/11/2015","Thea Hendricks","Toledo","Standard Class","TH-21100","United States","Consumer","35.168","Ohio","43615","East","FUR-FU-10002960","Furniture","Furnishings","Eldon 200 Class Desk Accessories, Burgundy"
"5017","CA-2015-153850","24/11/2015","29/11/2015","Thea Hendricks","Toledo","Standard Class","TH-21100","United States","Consumer","1502.376","Ohio","43615","East","TEC-PH-10002584","Technology","Phones","Samsung Galaxy S4"
"5018","CA-2015-127558","15/11/2015","18/11/2015","Shahid Shariari","Los Angeles","First Class","SS-20410","United States","Consumer","10.11","California","90008","West","FUR-FU-10002505","Furniture","Furnishings","Eldon 100 Class Desk Accessories"
"5019","CA-2015-127558","15/11/2015","18/11/2015","Shahid Shariari","Los Angeles","First Class","SS-20410","United States","Consumer","772.47","California","90008","West","TEC-AC-10003832","Technology","Accessories","Logitech P710e Mobile Speakerphone"
"5020","CA-2015-127558","15/11/2015","18/11/2015","Shahid Shariari","Los Angeles","First Class","SS-20410","United States","Consumer","20.46","California","90008","West","OFF-SU-10002537","Office Supplies","Supplies","Acme Box Cutter Scissors"
"5021","CA-2018-136511","23/03/2018","25/03/2018","Mary Zewe","New York City","Second Class","MZ-17515","United States","Corporate","347.58","New York","10011","East","OFF-SU-10003505","Office Supplies","Supplies","Premier Electric Letter Opener"
"5022","CA-2017-133795","18/12/2017","24/12/2017","Jeremy Ellison","San Diego","Standard Class","JE-15475","United States","Consumer","72.64","California","92037","West","TEC-AC-10001465","Technology","Accessories","SanDisk Cruzer 64 GB USB Flash Drive"
"5023","CA-2017-133795","18/12/2017","24/12/2017","Jeremy Ellison","San Diego","Standard Class","JE-15475","United States","Consumer","772.47","California","92037","West","TEC-AC-10003832","Technology","Accessories","Logitech P710e Mobile Speakerphone"
"5024","CA-2017-133795","18/12/2017","24/12/2017","Jeremy Ellison","San Diego","Standard Class","JE-15475","United States","Consumer","39.92","California","92037","West","FUR-FU-10003731","Furniture","Furnishings","Eldon Expressions Wood and Plastic Desk Accessories, Oak"
"5025","US-2018-130953","29/07/2018","3/8/2018","Roland Fjeld","Oklahoma City","Standard Class","RF-19735","United States","Consumer","33.48","Oklahoma","73120","Central","OFF-BI-10004828","Office Supplies","Binders","GBC Poly Designer Binding Covers"
"5026","US-2018-130953","29/07/2018","3/8/2018","Roland Fjeld","Oklahoma City","Standard Class","RF-19735","United States","Consumer","461.97","Oklahoma","73120","Central","TEC-PH-10003012","Technology","Phones","Nortel Meridian M3904 Professional Digital phone"
"5027","US-2018-130953","29/07/2018","3/8/2018","Roland Fjeld","Oklahoma City","Standard Class","RF-19735","United States","Consumer","137.62","Oklahoma","73120","Central","OFF-AP-10002311","Office Supplies","Appliances","Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter"
"5028","US-2018-130953","29/07/2018","3/8/2018","Roland Fjeld","Oklahoma City","Standard Class","RF-19735","United States","Consumer","302.67","Oklahoma","73120","Central","FUR-CH-10004626","Furniture","Chairs","Office Star Flex Back Scooter Chair with Aluminum Finish Frame"
